,Name,RA2000,DEC2000,MWA_072-103_S,MWA_072-103_dS,MWA_103-134_S,MWA_103-134_dS,MWA_139-170_S,MWA_139-170_dS,MWA_170-231_S,MWA_170-231_dS,MOST_70cm_S,MOST_70cm_dS,SUMSS_40cm_S,SUMSS_40cm_dS,ATCA_20cm_S,ATCA_20cm_dS,PMN_6cm_S,PMN_6cm_dS,ATCA_6cm_S,ATCA_6cm_dS,AT20G_6cm_S,AT20G_6cm_dS,ATCA_3cm_S,ATCA_3cm_dS,AT20G_3cm_S,AT20G_3cm_dS,AT20G_2cm_S,AT20G_2cm_dS,alpha,alpha_err,alpha_N
1358,051417-673524,05:14:17.42,-67:35:24.4,2060,110,1527,47,1201,23,971,18,740,60,276.1,8.5,148,15,,,37.4,3.8,,,15.2,1.6,,,,,-1.044,0.042,9
1359,050107-650206,05:01:07.49,-65:02:06.4,,,127,32,113,18,,,,,12.7,1.2,10.8,1.1,,,,,,,,,,,,,-1.09,0.36,4
1360,050118-654953,05:01:18.60,-65:49:53.4,,,,,,,,,,,7.0,1.0,6.93,0.74,,,,,,,,,,,,,-0.02,0.57,2
1361,050119-660740,05:01:19.73,-66:07:40.1,,,,,141,33,110,22,,,29.4,2.9,22.9,2.3,,,8.13,0.94,,,,,,,,,-0.83,0.26,5
1362,050123-684240,05:01:23.45,-68:42:40.7,,,,,,,,,,,8.10,0.70,6.64,0.69,,,,,,,,,,,,,-0.39,0.37,2
1363,050124-730823,05:01:24.34,-73:08:23.6,,,227,29,174,18,166,16,,,41.9,1.5,31.0,3.1,,,,,,,,,,,,,-0.83,0.19,5
1364,050129-740707,05:01:29.18,-74:07:07.7,,,,,,,,,,,8.30,0.90,7.59,0.77,,,,,,,,,,,,,-0.18,0.46,2
1365,050134-700204,05:01:34.46,-70:02:04.9,,,,,,,,,,,13.4,1.5,9.0,1.0,,,,,,,,,,,,,-0.78,0.61,2
1366,050137-714218,05:01:37.37,-71:42:19.1,,,,,,,,,,,23.6,1.1,16.0,1.6,,,6.76,0.71,,,,,,,,,-0.711,0.078,3
1367,050138-633406,05:01:38.45,-63:34:06.2,,,,,,,,,,,28.0,2.9,20.4,2.1,,,,,,,,,,,,,-0.62,0.69,2
1368,050139-714642,05:01:39.60,-71:46:42.2,,,,,,,,,,,12.7,1.1,6.02,0.64,,,,,,,,,,,,,-1.47,0.45,2
1369,054644-664116,05:46:44.38,-66:41:16.8,477,56,399,26,371,14,299,12,,,105.1,3.3,66.9,6.7,,,22.0,2.2,,,13.3,1.4,,,,,-0.789,0.073,8
1370,050146-725815,05:01:46.03,-72:58:16.0,,,,,,,,,,,7.0,1.1,5.66,0.60,,,,,,,,,,,,,-0.42,0.62,2
1371,050157-730252,05:01:57.14,-73:02:52.1,,,,,,,,,,,7.5,1.0,6.37,0.67,,,,,,,,,,,,,-0.32,0.54,2
1372,050159-680758,05:01:59.76,-68:07:58.4,,,,,,,,,,,17.6,1.1,9.37,0.99,,,,,,,,,,,,,-1.24,0.38,2
1373,050202-724228,05:02:02.62,-72:42:28.4,,,,,,,,,,,8.4,1.3,6.73,0.76,,,,,,,,,,,,,-0.44,0.68,2
1374,050204-631409,05:02:04.70,-63:14:10.0,,,,,83,19,104,22,,,21.5,1.1,17.9,1.8,,,,,,,,,,,,,-0.82,0.38,4
1375,050205-681622,05:02:05.95,-68:16:22.5,,,,,,,,,,,,,5.23,0.57,,,2.33,0.38,,,,,,,,,-0.65,0.10,2
1376,050207-632248,05:02:07.39,-63:22:48.4,,,,,86,13,61,10,,,22.3,1.0,15.4,1.6,,,,,,,,,,,,,-0.76,0.25,4
1377,050210-664707,05:02:10.90,-66:47:07.1,,,,,,,,,,,6.9,1.0,4.70,0.55,,,,,,,,,,,,,-0.76,0.58,2
1378,050213-662521,05:02:13.61,-66:25:21.0,,,,,,,,,,,7.4,1.1,5.35,0.59,,,,,,,,,,,,,-0.64,0.61,2
1379,050220-650448,05:02:20.45,-65:04:48.4,,,,,,,,,,,,,3.85,0.44,,,,,,,,,,,,,,,
1380,050531-674250,05:05:31.25,-67:42:50.4,,,244,49,169,26,122,18,,,48.9,2.9,32.8,3.3,,,15.6,1.7,,,,,,,,,-0.72,0.19,6
1381,050221-701829,05:02:21.62,-70:18:29.9,,,,,,,,,,,9.1,1.1,5.98,0.63,,,,,,,,,,,,,-0.83,0.54,2
1382,050227-631206,05:02:27.84,-63:12:06.5,,,,,,,,,,,11.80,0.90,8.09,0.85,,,,,,,,,,,,,-0.75,0.40,2
1383,050227-684852,05:02:27.79,-68:48:52.2,,,,,,,,,,,22.9,1.0,15.9,1.6,,,8.08,0.83,,,4.68,0.58,,,,,-0.650,0.060,4
1384,050230-651321,05:02:30.55,-65:13:21.4,,,,,,,,,,,28.9,1.4,32.2,3.2,,,,,,,,,,,,,0.21,0.32,2
1385,050230-663115,05:02:30.62,-66:31:16.0,,,,,,,,,,,18.6,1.2,13.3,1.3,,,4.45,0.54,,,,,,,,,-0.83,0.11,3
1386,050230-670558,05:02:30.62,-67:05:58.9,,,,,,,,,,,17.3,1.3,9.10,0.94,,,4.22,0.57,,,,,,,,,-0.77,0.13,3
1387,050241-712016,05:02:41.57,-71:20:16.8,,,,,,,,,,,7.40,0.80,6.16,0.64,,,3.33,0.38,,,,,,,,,-0.46,0.11,3
1388,050243-651836,05:02:43.22,-65:18:36.7,,,196,35,173,18,145,14,,,55.9,2.0,41.4,4.1,,,,,,,,,,,,,-0.65,0.23,5
1389,050246-665300,05:02:46.18,-66:53:00.6,,,,,,,,,,,17.1,1.0,10.6,1.1,,,5.02,0.66,,,,,,,,,-0.68,0.12,3
1390,050253-705751,05:02:53.74,-70:57:51.1,,,,,,,,,,,18.6,1.0,12.7,1.3,,,3.85,0.44,,,,,,,,,-0.911,0.087,3
1391,055532-661858,05:55:32.90,-66:18:58.7,,,140,29,138,16,82,12,,,32.1,1.2,22.4,2.2,,,,,,,,,,,,,-0.76,0.25,5
1392,050301-681325,05:03:01.58,-68:13:25.7,,,,,,,,,,,9.50,0.90,7.66,0.80,,,,,,,,,,,,,-0.43,0.44,2
1393,050303-703439,05:03:03.48,-70:34:39.0,,,,,,,,,,,8.00,0.80,9.53,0.97,,,5.42,0.58,,,2.67,0.27,,,,,-0.470,0.070,4
1394,050304-693052,05:03:04.56,-69:30:52.2,,,,,,,111,26,,,38.1,4.1,,,,,10.5,1.1,,,,,,,,,-0.74,0.34,3
1395,050306-695246,05:03:06.24,-69:52:46.2,,,,,,,,,,,10.9,1.1,7.68,0.80,,,,,,,,,,,,,-0.69,0.49,2
1396,050310-670233,05:03:10.30,-67:02:33.0,,,,,122,23,107,19,,,25.3,1.2,18.1,1.8,,,,,,,,,,,,,-0.91,0.33,4
1397,050313-703125,05:03:13.80,-70:31:26.1,,,,,,,,,,,,,3.09,0.38,,,,,,,,,,,,,,,
1398,050320-630656,05:03:20.74,-63:06:56.5,,,,,,,,,,,18.1,1.0,13.0,1.3,,,,,,,,,,,,,-0.65,0.33,2
1399,050330-645542,05:03:30.62,-64:55:42.9,,,140,29,95,13,70,12,,,19.8,1.3,13.4,1.4,,,,,,,,,,,,,-0.93,0.26,5
1400,050334-653215,05:03:34.15,-65:32:15.7,,,,,,,,,,,10.3,1.0,7.34,0.76,,,,,,,,,,,,,-0.67,0.46,2
1401,050334-703549,05:03:34.27,-70:35:49.2,,,,,,,,,,,13.20,0.90,11.1,1.1,,,3.68,0.44,,,,,,,,,-0.760,0.096,3
1402,043103-681047,04:31:03.62,-68:10:47.3,,,297,41,164,27,163,31,,,18.2,2.8,18.1,1.9,,,,,,,,,,,,,-1.20,0.26,5
1403,050337-712735,05:03:37.03,-71:27:34.9,,,,,,,,,,,,,2.81,0.36,,,,,,,,,,,,,,,
1404,050340-673535,05:03:40.39,-67:35:35.5,,,,,,,,,,,8.50,0.80,9.35,0.96,,,2.29,0.34,,,,,,,,,-0.82,0.11,3
1405,050342-680659,05:03:42.94,-68:06:59.8,,,,,,,,,,,13.9,2.0,5.12,0.65,,,,,,,,,,,,,-1.97,0.79,2
1406,050342-704915,05:03:42.82,-70:49:15.6,,,174,45,152,23,179,28,,,26.5,1.1,16.9,1.7,,,5.71,0.73,,,,,,,,,-0.99,0.22,6
1407,050344-723703,05:03:44.76,-72:37:03.0,,,,,117,23,87,19,,,28.9,2.7,18.7,1.9,,,,,,,,,,,,,-0.81,0.36,4
1408,050348-700358,05:03:48.43,-70:03:58.7,,,,,,,,,,,,,7.37,0.78,,,3.69,0.57,,,,,,,,,-0.56,0.14,2
1409,050355-672041,05:03:55.66,-67:20:41.3,,,,,,,,,,,,,8.32,0.91,,,3.62,0.51,,,,,,,,,-0.67,0.13,2
1410,050359-640212,05:03:59.02,-64:02:12.5,,,,,,,,,,,11.4,1.7,7.65,0.91,,,,,,,,,,,,,-0.79,0.76,2
1411,050406-683545,05:04:06.98,-68:35:45.2,,,,,,,,,,,27.5,1.1,18.6,1.9,,,7.02,0.72,,,3.54,0.47,,,,,-0.858,0.059,4
1412,050407-673329,05:04:07.87,-67:33:29.2,,,,,,,,,,,8.4,1.0,7.11,0.75,,,,,,,,,,,,,-0.33,0.52,2
1413,045258-675505,04:52:58.30,-67:55:05.9,,,167,31,153,16,190,16,,,44.5,1.5,29.0,2.9,,,10.0,1.0,,,2.40,0.36,,,,,-0.94,0.12,7
1414,050410-711842,05:04:10.80,-71:18:42.5,,,,,,,,,,,12.50,0.90,8.84,0.91,,,2.99,0.42,,,,,,,,,-0.83,0.11,3
1415,050418-635002,05:04:18.14,-63:50:02.8,,,,,,,,,,,22.4,1.1,15.2,1.5,,,,,,,,,,,,,-0.77,0.31,2
1416,050422-713517,05:04:22.90,-71:35:17.1,,,,,,,,,,,,,3.27,0.41,,,,,,,,,,,,,,,
1417,050424-675902,05:04:24.98,-67:59:02.0,,,,,,,,,,,14.9,1.4,8.92,0.98,,,,,,,,,,,,,-1.01,0.54,2
1418,050427-694232,05:04:27.48,-69:42:32.0,,,,,,,,,,,,,6.96,0.79,,,,,,,,,,,,,,,
1419,050429-670220,05:04:29.69,-67:02:20.4,,,,,,,,,,,7.30,0.90,6.59,0.70,,,2.61,0.55,,,,,,,,,-0.62,0.16,3
1420,050429-741604,05:04:29.38,-74:16:04.4,,,,,,,69,16,,,7.8,1.0,6.43,0.66,,,,,,,,,,,,,-1.29,0.54,3
1421,050432-700121,05:04:32.30,-70:01:21.7,,,,,,,,,,,,,3.62,0.70,,,,,,,,,,,,,,,
1422,050436-695834,05:04:36.77,-69:58:34.3,,,,,,,,,,,8.7,1.0,8.34,0.88,,,2.82,0.66,,,,,,,,,-0.69,0.18,3
1423,050438-662606,05:04:38.47,-66:26:06.7,,,,,,,,,,,,,2.98,0.43,,,,,,,,,,,,,,,
1424,051537-672128,05:15:37.37,-67:21:28.4,2484,95,3035,46,3302,22,3450,17,3770,110,2400,72,1410,140,626,33,573,57,634,32,306,31,374,19,176.0,9.0,-0.535,0.034,10
1425,050440-675711,05:04:40.39,-67:57:11.5,,,,,,,,,,,11.7,1.3,5.33,0.72,,,,,,,,,,,,,-1.55,0.62,2
1426,050442-643144,05:04:42.55,-64:31:44.0,,,,,,,,,,,11.4,1.3,10.7,1.2,,,,,,,,,,,,,-0.13,0.59,2
1427,050453-701254,05:04:53.76,-70:12:54.4,,,,,,,,,,,,,3.75,0.60,,,,,,,,,,,,,,,
1428,050507-710534,05:05:07.68,-71:05:34.1,,,,,,,,,,,8.30,0.80,5.24,0.56,,,,,,,,,,,,,-0.91,0.42,2
1429,050511-654017,05:05:11.52,-65:40:17.8,,,,,,,,,,,,,4.82,0.58,,,,,,,,,,,,,,,
1430,050516-692039,05:05:16.63,-69:20:39.8,,,,,,,,,,,,,4.72,0.56,,,5.90,0.65,,,2.67,0.27,,,,,-0.235,0.060,3
1431,050521-711635,05:05:21.67,-71:16:35.8,,,,,,,,,,,12.40,0.90,8.74,0.89,,,5.61,0.77,,,,,,,,,-0.43,0.13,3
1432,050527-704612,05:05:27.94,-70:46:12.0,,,,,,,,,,,12.90,0.90,10.3,1.1,,,4.13,0.58,,,,,,,,,-0.67,0.12,3
1433,050531-651645,05:05:31.34,-65:16:45.9,,,,,,,,,,,14.8,1.1,8.92,0.92,,,,,,,,,,,,,-1.00,0.41,2
1434,050539-684948,05:05:39.67,-68:49:48.4,,,,,,,,,,,7.10,0.90,6.50,0.78,,,2.06,0.24,,,2.51,0.26,,,,,-0.549,0.085,4
1435,045107-674958,04:51:07.51,-67:49:58.8,,,197,30,208,19,151,15,,,38.7,1.7,27.3,2.7,,,7.83,0.81,,,2.97,0.41,,,,,-0.97,0.11,7
1436,050549-650846,05:05:49.27,-65:08:46.0,,,,,,,,,,,7.3,1.0,5.10,0.56,,,,,,,,,,,,,-0.71,0.56,2
1437,050549-694516,05:05:49.27,-69:45:16.6,,,,,,,,,,,,,3.35,0.50,,,,,,,,,,,,,,,
1438,050549-700026,05:05:49.18,-70:00:26.6,,,,,,,,,,,10.3,1.0,8.82,0.92,,,4.34,0.56,,,,,,,,,-0.51,0.13,3
1439,050550-730727,05:05:50.30,-73:07:27.5,,,,,,,,,,,,,4.01,0.45,,,,,,,,,,,,,,,
1440,050551-695117,05:05:51.89,-69:51:16.6,700,110,624,42,537,22,465,17,,,153.2,4.7,106,11,77.0,8.0,56.7,5.7,50.0,3.0,38.1,3.8,50.0,3.0,51.0,3.0,-0.575,0.081,9
1441,050558-694800,05:05:58.13,-69:48:00.7,,,,,,,,,,,,,4.49,0.56,,,,,,,,,,,,,,,
1442,050602-720202,05:06:02.81,-72:02:02.0,,,,,,,,,,,6.80,0.80,3.97,0.44,,,,,,,,,,,,,-1.06,0.47,2
1443,050612-680916,05:06:12.62,-68:09:16.9,,,,,,,,,,,18.9,1.5,10.9,1.3,,,,,,,,,,,,,-1.10,0.54,2
1444,050620-642838,05:06:20.28,-64:28:39.0,,,138,21,143,14,111,15,,,14.4,1.1,12.4,1.4,,,,,,,,,,,,,-1.13,0.20,5
1445,050624-694426,05:06:24.91,-69:44:26.2,,,,,,,,,,,7.70,0.80,5.72,0.62,,,,,,,,,,,,,-0.59,0.44,2
1446,051031-742008,05:10:31.06,-74:20:08.9,273,44,241,25,238,17,153,12,,,40.7,2.4,15.3,1.5,,,,,,,,,,,,,-1.04,0.20,6
1447,044710-675049,04:47:10.75,-67:50:49.6,,,240,27,215,15,166,13,,,69.4,2.2,46.0,4.6,,,,,,,,,,,,,-0.67,0.16,5
1448,050626-641503,05:06:26.23,-64:15:03.2,,,,,,,,,,,9.80,0.90,7.98,0.82,,,,,,,,,,,,,-0.40,0.43,2
1449,050632-652010,05:06:32.16,-65:20:11.1,,,,,,,,,,,9.60,0.80,6.47,0.67,,,,,,,,,,,,,-0.78,0.39,2
1450,050638-685751,05:06:38.71,-68:57:51.1,,,,,,,,,,,6.80,0.80,7.35,0.84,,,,,,,,,,,,,0.15,0.49,2
1451,050641-682013,05:06:41.64,-68:20:13.5,,,,,,,,,,,13.4,1.1,10.1,1.1,,,,,,,,,,,,,-0.55,0.47,2
1452,050641-683838,05:06:41.50,-68:38:38.0,,,,,,,,,,,9.8,1.3,7.18,0.91,,,,,,,,,,,,,-0.61,0.67,2
1453,050654-642342,05:06:54.07,-64:23:42.7,212,47,196,23,177,14,146,14,,,44.1,1.6,26.0,2.6,,,,,,,,,,,,,-0.79,0.23,6
1454,050655-713216,05:06:55.06,-71:32:16.8,,,,,,,,,,,13.20,0.90,8.97,0.91,,,,,,,,,,,,,-0.76,0.36,2
1455,050657-683050,05:06:57.07,-68:30:50.8,,,,,,,,,,,11.30,0.90,8.54,0.95,,,,,,,,,,,,,-0.55,0.44,2
1456,050704-694336,05:07:04.18,-69:43:36.5,,,,,,,,,,,,,3.16,0.56,,,,,,,,,,,,,,,
1457,050710-725421,05:07:10.70,-72:54:21.6,,,,,,,,,,,8.5,1.3,5.58,0.58,,,,,,,,,,,,,-0.83,0.65,2
1458,050108-673210,05:01:08.71,-67:32:10.3,,,256,37,177,17,197,18,,,62.0,2.1,46.6,4.7,,,26.7,2.7,,,18.3,1.9,,,,,-0.61,0.10,7
1459,050713-662712,05:07:13.13,-66:27:12.6,,,,,,,,,,,19.1,1.5,8.08,0.84,,,,,,,,,,,,,-1.70,0.47,2
1460,050714-650438,05:07:14.76,-65:04:37.9,,,,,,,,,,,7.90,0.90,6.18,0.65,,,,,,,,,,,,,-0.49,0.48,2
1461,050715-724215,05:07:15.17,-72:42:15.1,,,,,,,,,,,15.4,1.3,7.04,0.72,,,,,,,,,,,,,-1.55,0.46,2
1462,050717-675248,05:07:17.54,-67:52:48.7,,,,,,,,,,,14.10,0.90,13.3,1.3,,,4.16,0.46,,,2.93,0.30,,,,,-0.731,0.058,4
1463,050718-661250,05:07:18.02,-66:12:50.8,,,,,,,,,,,,,5.08,0.57,,,,,,,,,,,,,,,
1464,050718-733314,05:07:18.43,-73:33:14.0,,,,,,,,,,,6.5,1.1,4.48,0.50,,,,,,,,,,,,,-0.74,0.64,2
1465,050721-715945,05:07:21.07,-71:59:45.3,,,,,,,,,,,13.10,0.90,9.9,1.0,,,3.51,0.40,,,,,,,,,-0.767,0.093,3
1466,050724-662103,05:07:24.29,-66:21:03.6,,,,,,,,,,,17.3,1.1,10.8,1.1,,,5.36,0.61,,,,,,,,,-0.65,0.10,3
1467,050731-635342,05:07:31.27,-63:53:42.4,,,,,,,,,,,12.0,1.6,8.28,0.90,,,,,,,,,,,,,-0.73,0.68,2
1468,050732-711223,05:07:32.23,-71:12:23.7,,,,,,,,,,,11.2,1.1,8.64,0.91,,,4.76,0.57,,,,,,,,,-0.49,0.13,3
1469,044451-674636,04:44:51.17,-67:46:36.5,1518,59,1128,25,946,15,717,13,,,203.0,6.1,124,12,,,,,,,,,,,,,-0.902,0.063,6
1470,050737-653056,05:07:37.90,-65:30:56.2,,,,,132,19,70,14,,,32.9,1.3,24.5,2.5,,,,,,,,,,,,,-0.69,0.29,4
1471,050743-651410,05:07:43.94,-65:14:10.3,,,,,,,,,,,,,6.61,0.71,,,,,,,,,,,,,,,
1472,050743-695740,05:07:43.94,-69:57:41.1,,,,,,,,,,,9.70,0.90,8.42,0.87,,,3.44,0.42,,,,,,,,,-0.62,0.11,3
1473,050755-673211,05:07:55.94,-67:32:11.8,,,,,,,,,,,,,3.52,0.40,,,2.31,0.39,,,,,,,,,-0.34,0.11,2
1474,050801-702342,05:08:01.22,-70:23:42.7,,,,,,,,,,,,,3.91,0.46,,,,,,,,,,,,,,,
1475,050806-645124,05:08:06.07,-64:51:24.9,,,,,104,14,83,14,,,27.6,1.3,15.0,1.5,,,,,,,,,,,,,-0.85,0.26,4
1476,050806-723928,05:08:06.07,-72:39:28.1,,,,,,,,,,,11.1,1.2,5.22,0.55,,,,,,,,,,,,,-1.49,0.52,2
1477,050807-673007,05:08:07.10,-67:30:07.6,,,,,,,,,,,,,3.32,0.39,,,1.87,0.60,,,,,,,,,-0.46,0.16,2
1478,050810-643139,05:08:10.49,-64:31:39.7,,,,,,,,,,,12.40,0.90,8.83,0.91,,,,,,,,,,,,,-0.67,0.38,2
1479,050810-721056,05:08:10.85,-72:10:55.9,,,,,,,,,,,11.1,1.1,6.49,0.68,,,,,,,,,,,,,-1.06,0.48,2
1480,043102-675555,04:31:02.86,-67:55:55.2,,,171,35,173,22,161,16,,,50.6,1.8,34.3,3.4,,,,,,,,,,,,,-0.70,0.26,5
1481,050811-625921,05:08:11.66,-62:59:21.8,,,,,,,,,,,23.3,1.3,,,,,,,,,,,,,,,,,
1482,050824-690458,05:08:24.62,-69:04:58.4,,,,,,,,,,,19.6,1.1,15.6,1.7,,,,,,,,,,,,,-0.44,0.40,2
1483,050826-673939,05:08:26.86,-67:39:39.6,,,,,,,,,,,,,3.57,0.68,,,,,,,,,,,,,,,
1484,050827-674601,05:08:27.12,-67:46:01.2,,,,,,,,,,,9.50,0.80,9.45,0.97,,,5.85,0.76,,,,,,,,,-0.30,0.13,3
1485,050827-702131,05:08:27.02,-70:21:31.3,,,,,,,,,,,8.40,0.80,6.68,0.70,,,1.97,0.45,,,,,,,,,-0.86,0.13,3
1486,050831-650835,05:08:31.49,-65:08:35.1,,,,,106,20,71,14,,,17.1,1.0,14.2,1.4,,,,,,,,,,,,,-0.94,0.33,4
1487,050839-641009,05:08:39.77,-64:10:09.9,,,162,27,170,18,,,,,30.3,1.2,20.4,2.0,,,,,,,,,,,,,-0.90,0.25,4
1488,050845-715122,05:08:45.02,-71:51:22.3,,,,,,,,,,,10.8,1.4,8.06,0.96,,,3.13,0.46,,,3.06,0.48,,,,,-0.59,0.12,4
1489,050846-721858,05:08:46.01,-72:18:58.3,,,210,46,168,23,122,19,,,29.2,3.4,24.6,2.5,,,,,,,,,,,,,-0.92,0.30,5
1490,050847-660300,05:08:46.99,-66:03:00.7,,,,,,,,,,,,,2.78,0.44,,,,,,,,,,,,,,,
1491,054846-661523,05:48:46.66,-66:15:23.4,430,54,323,27,268,13,228,12,,,75.3,2.4,49.6,5.0,,,17.2,1.7,,,9.7,1.1,,,,,-0.811,0.080,8
1492,050851-694317,05:08:51.96,-69:43:17.8,,,,,,,,,,,,,4.02,0.53,,,,,,,,,,,,,,,
1493,050852-695824,05:08:52.94,-69:58:24.2,,,,,,,,,,,,,2.07,0.21,,,,,,,,,,,,,,,
1494,050853-631651,05:08:53.59,-63:16:51.2,,,,,,,,,,,11.80,0.90,10.3,1.1,,,,,,,,,,,,,-0.28,0.42,2
1495,050853-671018,05:08:53.21,-67:10:18.8,,,,,,,,,,,,,6.24,0.67,,,,,,,,,,,,,,,
1496,050900-673621,05:09:00.84,-67:36:22.0,,,,,,,,,,,,,3.77,0.49,,,,,,,,,,,,,,,
1497,050904-660542,05:09:04.97,-66:05:42.4,,,,,,,,,,,,,3.39,0.42,,,,,,,,,,,,,,,
1498,050904-742547,05:09:04.70,-74:25:46.9,,,,,,,,,,,13.9,1.0,9.50,0.97,,,,,,,,,,,,,-0.75,0.38,2
1499,050914-652520,05:09:14.09,-65:25:20.6,,,,,,,,,,,,,5.20,0.55,,,,,,,,,,,,,,,
1500,050921-692403,05:09:21.94,-69:24:03.6,,,,,,,,,,,,,5.50,0.61,,,2.40,0.33,,,,,,,,,-0.666,0.093,2
1501,050923-693607,05:09:23.90,-69:36:07.9,,,,,,,,,,,8.3,1.0,4.74,0.55,,,1.72,0.30,,,,,,,,,-0.88,0.13,3
1502,042650-675325,04:26:50.14,-67:53:25.5,3880,54,2986,28,2466,17,2024,14,1320,50,570,23,326,33,118.0,9.0,,,,,,,,,,,-0.881,0.070,8
1503,050924-652224,05:09:24.55,-65:22:24.6,,,,,,,,,,,,,4.04,0.46,,,,,,,,,,,,,,,
1504,050924-660044,05:09:24.07,-66:00:44.3,,,,,,,,,,,7.7,1.1,3.62,0.43,,,,,,,,,,,,,-1.49,0.60,2
1505,050929-703810,05:09:29.09,-70:38:10.7,,,,,,,,,,,9.00,0.80,6.28,0.69,,,,,,,,,,,,,-0.71,0.42,2
1506,050930-682500,05:09:30.91,-68:25:00.5,,,,,,,,,,,7.00,0.80,5.74,0.62,,,3.86,0.46,,,2.74,0.34,,,,,-0.384,0.080,4
1507,050942-720901,05:09:42.46,-72:09:01.8,,,,,,,,,,,9.8,1.0,8.54,0.88,,,,,,,,,,,,,-0.27,0.47,2
1508,050944-703732,05:09:44.66,-70:37:32.2,,,,,,,,,,,,,4.31,0.64,,,,,,,,,,,,,,,
1509,050945-704837,05:09:45.22,-70:48:37.8,,,,,,,,,,,13.80,0.80,,,,,,,,,,,,,,,,,
1510,050946-700706,05:09:46.06,-70:07:06.6,,,,,,,,,,,10.80,0.90,7.51,0.77,,,5.87,0.65,,,,,,,,,-0.32,0.11,3
1511,050947-730613,05:09:47.95,-73:06:13.3,,,,,,,,,,,24.8,2.4,10.7,1.1,,,,,,,,,,,,,-1.66,0.62,2
1512,050948-723337,05:09:48.19,-72:33:37.8,,,,,,,,,,,8.6,1.2,5.34,0.56,,,,,,,,,,,,,-0.94,0.60,2
1513,044022-674543,04:40:22.90,-67:45:43.6,,,188,26,147,15,134,13,,,39.3,2.3,24.2,2.4,,,,,,,,,,,,,-0.83,0.19,5
1514,050955-701938,05:09:55.68,-70:19:39.0,,,,,,,,,,,,,3.09,0.38,,,3.00,0.37,,,,,,,,,-0.023,0.091,2
1515,050955-725130,05:09:55.97,-72:51:30.6,,,,,134,23,120,15,,,35.9,3.0,18.6,1.9,,,,,,,,,,,,,-0.89,0.30,4
1516,050956-721013,05:09:56.26,-72:10:13.8,,,,,,,,,,,,,5.46,0.57,,,,,,,,,,,,,,,
1517,050957-641740,05:09:57.12,-64:17:40.2,,,,,,,,,,,24.7,2.3,20.0,2.0,,,,,,,,,,,,,-0.41,0.59,2
1518,051001-640110,05:10:01.32,-64:01:10.6,,,,,,,,,,,7.20,0.90,4.95,0.50,,,,,,,,,,,,,-0.74,0.49,2
1519,051001-675540,05:10:01.08,-67:55:40.8,,,,,,,,,,,22.7,1.1,16.4,1.7,68.0,7.0,4.93,0.57,,,,,,,,,-0.06,0.16,3
1520,051005-624948,05:10:05.93,-62:49:48.0,837,57,875,35,829,20,770,15,,,267.4,8.1,,,41.0,7.0,,,,,,,,,,,-0.78,0.16,6
1521,051005-641346,05:10:05.81,-64:13:46.6,,,,,,,,,,,16.1,1.0,11.6,1.2,,,,,,,,,,,,,-0.65,0.35,2
1522,051007-642804,05:10:07.08,-64:28:04.5,,,,,,,,,,,,,5.55,0.59,,,,,,,,,,,,,,,
1523,051012-722255,05:10:12.38,-72:22:55.2,,,,,,,,,,,,,4.70,0.53,,,,,,,,,,,,,,,
1524,042835-674913,04:28:35.95,-67:49:13.1,2053,61,1803,28,1668,18,1495,15,1170,40,728,22,395,40,223,13,,,212,11,,,136.0,7.0,74.0,4.0,-0.616,0.036,10
1525,051014-680750,05:10:14.98,-68:07:50.2,,,,,,,,,,,15.1,1.2,9.7,1.0,,,,,,,,,,,,,-0.87,0.44,2
1526,051017-724306,05:10:17.40,-72:43:07.0,,,,,,,,,,,20.7,1.3,13.5,1.4,,,,,,,,,,,,,-0.84,0.38,2
1527,051019-643804,05:10:19.63,-64:38:04.6,427,49,373,28,272,13,232,13,,,71.3,3.3,44.8,4.5,,,,,,,,,,,,,-0.83,0.14,6
1528,051021-732757,05:10:21.98,-73:27:57.2,,,,,,,,,,,11.6,1.2,5.12,0.51,,,,,,,,,,,,,-1.62,0.50,2
1529,051023-713640,05:10:23.09,-71:36:40.3,,,,,,,,,,,9.6,1.0,6.82,0.75,,,,,,,,,,,,,-0.68,0.50,2
1530,051024-702527,05:10:24.07,-70:25:27.5,,,,,,,,,,,13.7,1.0,8.75,0.90,,,,,,,,,,,,,-0.89,0.39,2
1531,051026-740210,05:10:27.00,-74:02:10.0,,,,,,,,,,,20.4,1.0,11.9,1.2,,,,,,,,,,,,,-1.06,0.30,2
1532,051032-655836,05:10:32.28,-65:58:36.8,,,,,,,,,,,9.8,1.3,5.98,0.63,,,,,,,,,,,,,-0.97,0.61,2
1533,051046-720311,05:10:46.39,-72:03:11.5,,,,,,,,,,,,,5.36,0.58,,,,,,,,,,,,,,,
1534,051049-701003,05:10:49.18,-70:10:04.1,,,,,,,,,,,,,2.93,0.43,,,,,,,,,,,,,,,
1535,042834-674156,04:28:34.92,-67:41:56.7,501,48,520,24,461,17,394,14,,,164.3,6.8,116,12,,,,,,,,,,,,,-0.57,0.12,6
1536,051051-671404,05:10:51.74,-67:14:04.2,,,,,,,,,,,,,2.71,0.28,,,,,,,,,,,,,,,
1537,051054-691056,05:10:54.53,-69:10:56.3,,,,,,,,,,,26.1,1.1,19.0,1.9,,,4.59,0.53,,,,,,,,,-1.021,0.084,3
