# col1   Name            RA            DEC            Peak         Peak_err         Flux         Flux_err         rms  
  1347   054955-651022   05:49:54.91   -65:10:25.37   16.5         0.7              20.0         0.9              0.75      
  1348   054958-723009   05:49:57.42   -72:30:11.00   15.7         0.7              17.2         0.8              0.73      
  1349   054958-713523   05:49:58.45   -71:35:30.00   3.2          0.5              3.6          0.5              0.61      
  1350   055003-661036   05:50:02.85   -66:10:36.28   6.0          1.0              7.0          1.0              1.01      
  1351   055004-721906   05:50:02.58   -72:19:17.23   4.4          0.7              4.9          0.9              0.75      
  1352   055009-720632   05:50:08.63   -72:06:32.05   17.9         0.7              28.0         1.0              0.75      
  1353   055010-712247   05:50:09.67   -71:22:49.19   20.0         0.7              22.6         0.8              0.74      
  1354   055010-671407   05:50:09.64   -67:14:04.99   4.6          0.6              7.0          1.0              0.62      
  1355   055014-734339   05:50:12.77   -73:43:37.61   8.7          0.9              10.0         1.0              0.89      
  1356   055015-673601   05:50:15.17   -67:36:02.44   38.2         0.7              46.7         0.9              0.71      
  1357   055017-711424   05:50:16.96   -71:14:18.90   5.3          0.7              8.0          1.0              0.74      
  1358   055037-665236   05:50:38.94   -66:52:40.08   3.6          0.7              4.3          0.9              0.67      
  1359   055047-643829   05:50:46.20   -64:38:29.34   6.8          0.7              10.0         1.0              0.74      
  1360   055048-703432   05:50:48.50   -70:34:34.64   102.0        1.0              124.0        2.0              1.46      
  1361   055050-730754   05:50:45.91   -73:07:43.18   4.0          0.8              7.0          2.0              0.76      
  1362   055052-651409   05:50:52.23   -65:14:12.95   4.5          0.7              4.9          0.9              0.75      
  1363   055054-644232   05:50:53.59   -64:42:32.73   10.5         0.7              11.1         0.8              0.74      
  1364   055055-650847   05:50:53.87   -65:08:52.63   4.6          0.7              5.3          0.9              0.75      
  1365   055101-725900   05:51:00.26   -72:58:59.89   20.0         0.6              23.1         0.7              0.63      
  1366   055102-660035   05:51:02.36   -66:00:27.26   9.0          0.7              9.1          0.7              0.74      
  1367   055104-710610   05:51:04.32   -71:06:10.71   75.3         0.7              91.8         0.9              0.74      
  1368   055107-723632   05:51:06.16   -72:36:30.28   4.6          0.7              5.2          0.9              0.73      
  1369   055120-663730   05:51:20.76   -66:37:37.45   3.6          0.6              4.1          0.6              0.7       
  1370   055121-690453   05:51:20.80   -69:04:55.06   41.0         2.0              49.0         2.0              1.6       
  1371   055128-675305   05:51:27.90   -67:53:04.07   5.4          0.9              7.0          1.0              0.88      
  1372   055129-643000   05:51:29.07   -64:29:56.14   17.0         1.0              19.0         1.0              1.17      
  1373   055130-725253   05:51:30.19   -72:52:44.47   3.6          0.6              3.3          0.6              0.63      
  1374   055130-691631   05:51:29.62   -69:16:31.87   137.0        2.0              159.0        2.0              1.6       
  1375   055130-651209   05:51:29.98   -65:12:11.15   15.8         0.7              18.5         0.9              0.75      
  1376   055132-671838   05:51:33.56   -67:18:43.02   4.4          0.6              4.5          0.6              0.58      
  1377   055137-714332   05:51:36.29   -71:43:36.09   5.2          0.6              5.2          0.6              0.61      
  1378   055137-663555   05:51:36.77   -66:35:56.52   22.0         0.7              30.4         0.9              0.7       
  1379   055139-694801   05:51:37.99   -69:48:00.45   8.0          1.0              11.0         2.0              1.37      
  1380   055139-654005   05:51:39.36   -65:40:03.47   4.2          0.7              5.0          1.0              0.73      
  1381   055140-684310   05:51:39.65   -68:43:10.40   116.0        1.0              141.0        2.0              1.35      
  1382   055141-651659   05:51:45.99   -65:17:07.77   4.2          0.7              10.0         2.0              0.75      
  1383   055148-715135   05:51:48.77   -71:51:23.52   3.4          0.6              5.0          1.0              0.6       
  1384   055156-645714   05:51:55.97   -64:57:14.86   10.3         0.7              12.9         0.9              0.74      
  1385   055158-654336   05:51:57.47   -65:43:38.88   14.8         0.7              24.0         1.0              0.73      
  1386   055158-693305   05:51:58.02   -69:33:03.88   31.0         1.0              39.0         2.0              1.39      
  1387   055158-652835   05:51:58.59   -65:28:40.00   12.0         0.6              17.0         1.0              0.68      
  1388   055205-681438   05:52:05.10   -68:14:42.66   331.0        1.0              399.0        1.0              1.23      
  1389   055207-703126   05:52:07.87   -70:31:29.23   86.0         1.0              104.0        2.0              1.32      
  1390   055208-675225   05:52:07.43   -67:52:24.86   11.7         0.8              15.0         1.0              0.75      
  1391   055209-651941   05:52:08.22   -65:19:41.57   5.9          0.7              7.5          0.9              0.68      
  1392   055214-722102   05:52:14.05   -72:20:56.32   3.4          0.6              4.1          0.9              0.63      
  1393   055215-665328   05:52:15.14   -66:53:27.02   50.0         0.6              64.7         0.8              0.66      
  1394   055217-654503   05:52:17.48   -65:45:04.30   5.9          0.7              6.1          0.8              0.73      
  1395   055220-643204   05:52:19.74   -64:31:59.45   148.0        1.0              205.0        2.0              1.13      
  1396   055221-670906   05:52:21.15   -67:09:07.41   12.5         0.6              15.3         0.7              0.58      
  1397   055226-732042   05:52:25.93   -73:20:38.66   7.1          0.7              8.7          0.9              0.73      
  1398   055226-662545   05:52:24.54   -66:25:46.44   12.8         0.6              21.0         1.0              0.7       
  1399   055227-694759   05:52:28.30   -69:47:58.41   150.0        1.0              215.0        2.0              1.37      
  1400   055228-702137   05:52:24.14   -70:21:45.40   439.0        1.0              745.0        2.0              1.34      
  1401   055228-663200   05:52:29.90   -66:32:00.84   3.6          0.7              5.0          1.0              0.7       
  1402   055229-724234   05:52:30.52   -72:42:22.97   3.3          0.6              4.1          0.8              0.59      
  1403   055234-664041   05:52:34.11   -66:40:42.34   263.5        0.6              323.8        0.8              0.66      
  1404   055234-735336   05:52:33.16   -73:53:37.02   20.0         1.0              22.0         1.0              1.2       
  1405   055237-704050   05:52:37.46   -70:40:51.44   11.0         1.0              15.0         2.0              1.32      
  1406   055238-682216   05:52:36.45   -68:22:12.28   9.0          1.0              14.0         2.0              1.54      
  1407   055242-685110   05:52:41.78   -68:51:12.07   49.0         1.0              55.0         2.0              1.35      
  1408   055242-711639   05:52:42.68   -71:16:40.56   16.8         0.7              19.3         0.8              0.74      
  1409   055243-694344   05:52:41.78   -69:43:52.19   10.0         1.0              12.0         2.0              1.37      
  1410   055245-682425   05:52:44.92   -68:24:30.60   8.0          1.0              10.0         1.0              1.05      
  1411   055251-721130   05:52:50.49   -72:11:28.82   37.4         0.6              43.1         0.7              0.63      
  1412   055255-682223   05:52:52.47   -68:22:32.15   6.0          1.0              9.0          2.0              1.05      
  1413   055258-703955   05:52:57.37   -70:39:58.38   40.0         1.0              54.0         2.0              1.32      
  1414   055304-671043   05:53:03.69   -67:10:41.69   10.1         0.6              11.6         0.7              0.58      
  1415   055312-672114   05:53:11.38   -67:21:17.58   9.5          0.6              10.9         0.7              0.63      
  1416   055315-684526   05:53:13.99   -68:45:31.13   10.0         1.0              13.0         1.0              1.07      
